NOUN,NOUN_LEMMA,DERIV_TYPE,GENDER,VERB,VERB_LEMMA,TYPE_ONTO,TYPE_REL,EXAMPLE_N,EXAMPLE_V,V_TRANS,V_DYN,V_DUR,V_TEL,V_POST_PHASE,V_ROL_SUBJ,V_ROL_OBJ,V_ROL_OBQ,N_DYN,N_DUR,N_TEL,N_POST_PHASE,N_ROL_ARG1,N_ROL_ARG2,N_ROL_ARG3,PLURALIA_TANTUM
soudure_1,soudure,ure,f,souder_1,souder,evt,tsp,"Il faut aussi savoir que si votre matériau est très fin, il vous sera difficile de procéder à la soudure avec cette technique.",Le partenaire de Wialon a soudé les tuyaux dans un atelier à l'aide de gabarits.,y,y,y,y,n,cau,pat,pat,y,y,y,n,pat,pat,cau,n
soudure_2,soudure,ure,f,souder_1,souder,art,ins,Ajoutez de la soudure au cuivre en plusieurs points et examinez le joint pour vous assurer que la soudure remplit le joint de tous les côtés.,Le partenaire de Wialon a soudé les tuyaux dans un atelier à l'aide de gabarits.,y,y,y,y,n,cau,pat,pat,na,na,na,na,na,na,na,n
soudure_3,soudure,ure,f,souder_1,souder,art,res,"Pour obtenir une soudure lisse et durable, l'arc de soudage doit être stable.",Le partenaire de Wialon a soudé les tuyaux dans un atelier à l'aide de gabarits.,y,y,y,y,n,cau,pat,pat,na,na,na,na,na,na,na,n
soudure_4,soudure,ure,f,souder_se_1,souder,evt*nat,tsp,"Responsables du pic de croissance, elles stimulent elles aussi la maturation du cartilage et la soudure des os.",Le choc a fait coulisser le prussik sur vingt centimètres et les deux nylons ont chauffé et se sont soudés.,n,y,y,y,n,pat,na,pat,y,y,y,n,pat,pat,na,n
soufflage_1,soufflage,age,m,souffler_1,souffler,evt,tsp,Des milliers d’habitations dans le Donbass ne sont désormais plus qu’un champ de ruines désespérant. Le moindre des problèmes étant le soufflage des vitres (par les explosions d’obus de fort calibre et d’“orgues de Staline” tombant à l’aveuglette).,"Accompagnée de violentes explosions, la chute de ces débris cosmiques a soufflé les fenêtres dans plusieurs localités.",y,y,n,y,n,cau,pat,na,y,n,y,n,pat,cau,na,n
soufflage_2,soufflage,age,m,souffler_2,souffler,evt,tsp,"En la visitant, vous pourrez également admirer le soufflage du verre au chalumeau.","Comme son nom l'indique, elle sert à souffler le verre et son diamètre varie en fonction de la taille des pièces que l'on souhaite créer.",y,y,y,n,n,agt,pat,na,y,y,n,n,pat,agt,na,n
soufflage_3,soufflage,age,m,souffler_3,souffler,evt,tsp,Ce soufflage de réponse a commencé à en énerver certains qui se sont mis à crier à la triche.,"Non, je blague, c'est un plaisantin urbain qui m'a soufflé la réponse.",y,y,y,y,n,agt,res,ben,y,y,y,n,res,ben,agt,n
soufflage_4,soufflage,age,m,souffler_4,souffler,evt,tsp,"Dans un premier temps, toutes les diapositives sont nettoyées par un soufflage d'air comprimé permettant de nettoyer les poussières agglomérées sur la gélatine des diapositives.",Il peut également arriver que votre VMC se mette à souffler de l'air à cause d'un branchement hasardeux fait par un voisin,y,y,y,n,n,cau,thm,na,y,y,n,n,thm,cau,na,n
souffle_1,souffle,conv_0,m,souffler_5,souffler,evt*phn,tsp,"On eût dit un souffle du vent glissant à travers les blés roux, comme une caresse.",Le vieux soufflait comme un phoque et se retournait sans cesse comme pour voir s'il n'était pas suivi.,n,y,y,n,n,cau,na,na,y,y,n,n,cau,na,na,n
souffle_2,souffle,conv_0,m,souffler_5,souffler,ppt,cau,Quel sport choisir pour travailler son souffle?,Le vieux soufflait comme un phoque et se retournait sans cesse comme pour voir s'il n'était pas suivi.,n,y,y,n,n,cau,na,na,n,na,na,na,pvt,na,na,n
soufflement_1,soufflement,ment,m,souffler_1,souffler,evt,tsp,"Ça devenait même très désordonné et dangereux car vu que le garage est entièrement vitré, on craignait une explosion et le soufflement des vitres en verre.","Accompagnée de violentes explosions, la chute de ces débris cosmiques a soufflé les fenêtres dans plusieurs localités.",y,y,n,y,n,cau,pat,na,y,n,y,n,pat,cau,na,n
soufflement_2,soufflement,ment,m,souffler_2,souffler,evt,tsp,"Il maitrisera particulièrement la technique Massello qui consiste en l’étirement du verre chaud, ce qui permet de lui donner n’importe quelle forme et taille sans avoir besoin de recourir au soufflement du verre.","Comme son nom l'indique, elle sert à souffler le verre et son diamètre varie en fonction de la taille des pièces que l'on souhaite créer.",y,y,y,n,n,agt,pat,na,y,y,n,n,pat,agt,na,n
soufflement_3,soufflement,ment,m,souffler_5,souffler,evt*phn,tsp,"Il vient interrompre le calme par ses bruits inquiétants de grattements, ses grognements et ses soufflements.",Le vieux soufflait comme un phoque et se retournait sans cesse comme pour voir s'il n'était pas suivi.,n,y,y,n,n,cau,na,na,y,y,n,n,cau,na,na,n
soufflerie_1,soufflerie,erie,f,souffler_4,souffler,art,ins,"Essayez d'utiliser une soufflerie, des ventilateurs ou un injecteur.",Il peut également arriver que votre VMC se mette à souffler de l'air à cause d'un branchement hasardeux fait par un voisin,y,y,y,n,n,cau,thm,na,na,na,na,na,na,na,na,n
soufflet_1,soufflet,et,m,souffler_4,souffler,art,ins,Pour cela bien ouvrir les arrivées d'air du foyer ou utiliser un soufflet pour stimuler les premières flammes et petites braises rouges.,Il peut également arriver que votre VMC se mette à souffler de l'air à cause d'un branchement hasardeux fait par un voisin,y,y,y,n,n,cau,thm,na,na,na,na,na,na,na,na,n
soufflet_2,soufflet,et,m,souffler_4,souffler,art,ins-fig,Le soufflet de l'appareil Polaroid 95 était assez large pour accueillir une pellicule.,Il peut également arriver que votre VMC se mette à souffler de l'air à cause d'un branchement hasardeux fait par un voisin,y,y,y,n,n,cau,thm,na,na,na,na,na,na,na,na,n
souffleur_1,souffleur,eur.m,m,souffler_4,souffler,anm,agt,"D’une longueur de deux mètres, ce mammifère marin, sans doute un souffleur, a été retrouvé par les riverains.",Il peut également arriver que votre VMC se mette à souffler de l'air à cause d'un branchement hasardeux fait par un voisin,y,y,y,n,n,cau,thm,na,na,na,na,na,na,na,na,n
souffleur_2,souffleur,eur.m,m,souffler_4,souffler,nat,cau,"Par exemple, à Isèye, dans les Pyrénées Atlantiques, un trou comme le souffleur de Liet (1780 mètres d’altitude) a perdu des centaines de mètres cubes de névé.",Il peut également arriver que votre VMC se mette à souffler de l'air à cause d'un branchement hasardeux fait par un voisin,y,y,y,n,n,cau,thm,na,na,na,na,na,na,na,na,n
souffrance_1,souffrance,ance,f,souffrir_1,souffrir,evt*sta,tsp,"Lorsque le patient éprouve une souffrance, une douleur, il est pour moi important d'éliminer du diagnostic les aspects non psychologiques de la maladie.",Il souffre d'une entorse du ligament croisé postérieur,n,y,y,n,n,exp,na,na,y,y,n,n,exp,na,na,n
souffreur_1,souffreur,eur.m,m,souffrir_1,souffrir,anm,exp,"C'est totalement divin tel que c'est, la souffrance est parfaite et expression de l'amour car il n'est qu'amour. La claire vision de la souffrance désamorce le ""souffreur"" et nous établit en Cela qui est tout ce qui est.",Il souffre d'une entorse du ligament croisé postérieur,n,y,y,n,n,exp,na,na,na,na,na,na,na,na,na,n
souffreuse_1,souffreuse,euse,f,souffrir_1,souffrir,anm,exp,Heureusement que tout ça s'est envolé avec l'entrée de Mélenchon et on a vu les miasmes et les diables regagner les basques de cette souffreuse walkyrie dans une belle débandade.,Il souffre d'une entorse du ligament croisé postérieur,n,y,y,n,n,exp,na,na,na,na,na,na,na,na,na,n
souffroir_1,souffroir,oir,m,souffrir_1,souffrir,art,loc,"Entre Lariboisière et l'abattoir, ces deux souffroirs, je reste rêvant, à respirer un air chaud de viande.",Il souffre d'une entorse du ligament croisé postérieur,n,y,y,n,n,exp,na,na,na,na,na,na,na,na,na,n
souillasse_1,souillasse,asse,f,souiller_1,souiller,anm,cau,"Parmi la faune de hier soir, on relèvera la présence du boulet avec des faux seins en ballons rouge et blanc qui se frottait aux dos des femmes, de la souillasse qui a renversé trois bières sur un billard en l’espace d’une mi-temps et de la vieille folle qui essayait de lancer des chants toute seule.",C'est mon porte torche... je veillerai à ce qu'il ne souille rien par sa présence...,y,y,n,y,n,cau,pat,na,na,na,na,na,na,na,na,n
souilleur_1,souilleur,eur.m,m,souiller_1,souiller,anm,cau,"Je suis le souilleur de papier et toute votre vie vous regretterez mon passage, AH, AH, AH!!!",C'est mon porte torche... je veillerai à ce qu'il ne souille rien par sa présence...,y,y,n,y,n,cau,pat,na,na,na,na,na,na,na,na,n
souilleuse_1,souilleuse,euse,f,souiller_1,souiller,anm,cau,"J'aime ma femme, j'ai pas envie que les gens la voient comme une souilleuse parce qu'elle ne l'est pas.",C'est mon porte torche... je veillerai à ce qu'il ne souille rien par sa présence...,y,y,n,y,n,cau,pat,na,na,na,na,na,na,na,na,n
souillon_1,souillon,on,m,souiller_1,souiller,anm,cau,J'ai l'air d'un souillon à côté de lui! Et il me déteste!,C'est mon porte torche... je veillerai à ce qu'il ne souille rien par sa présence...,y,y,n,y,n,cau,pat,na,na,na,na,na,na,na,na,n
souillonne_1,souillonne,onne,f,souiller_1,souiller,anm,cau,"Comment pouvait -on autant l'ignorer, porter des insalubrités chez elle, et, qui plus est, faire des éloges à cette souillonne qui lui servait de petite sœur?",C'est mon porte torche... je veillerai à ce qu'il ne souille rien par sa présence...,y,y,n,y,n,cau,pat,na,na,na,na,na,na,na,na,n
souillure_1,souillure,ure,f,souiller_1,souiller,evt,tsp,"Sensibiliser les enfants que l'anonymat du costume n'autorise pas les déprédations, les souillures et autres comportements injurieux",C'est mon porte torche... je veillerai à ce qu'il ne souille rien par sa présence...,y,y,n,y,n,cau,pat,na,y,n,y,n,pat,cau,na,n
souillure_2,souillure,ure,f,souiller_1,souiller,nat,res,"Le vinaigre, votre allié pour nettoyer les souillures et les altérations de la salle de bain.",C'est mon porte torche... je veillerai à ce qu'il ne souille rien par sa présence...,y,y,n,y,n,cau,pat,na,na,na,na,na,na,na,na,n
soûlard_1,soûlard,ard,m,soûler_1,soûler,anm,agt,"Par contre, quand des soûlards vomissent au pied de l'immeuble à 3 h du matin, c'est un peu moins agréable",Marvin se soûlait toutes les nuits à l'époque.,y,y,y,v,n,cau,pat,na,na,na,na,na,na,na,na,n
soûlarde_1,soûlarde,arde,f,soûler_1,soûler,anm,agt,"Bergman était lasse de jouer les saintes, et ici, elle avait l'occasion d'interpréter une soûlarde pleine de remord qui accepte de coucher avec le Diable pour apaiser sa conscience.",Marvin se soûlait toutes les nuits à l'époque.,y,y,y,v,n,cau,pat,na,na,na,na,na,na,na,na,n
soûlerie_1,soûlerie,erie,f,soûler_1,soûler,evt-coll,tsp,"La période suivante les verra filmer, photographier, documenter leurs soûleries, maintenant malgré leur ivresse un visage impassible et une dignité un peu titubante certes, mais toute britannique.",Marvin se soûlait toutes les nuits à l'époque.,y,y,y,v,n,cau,pat,na,y,y,n,n,agt,na,na,n
soûlerie_2,soûlerie,erie,f,soûler_1,soûler,evt*sta,tsp,"Voyez le verdict rendu pour cette dame, tueuse du petit Maxence, qui a, dans sa soûlerie, privé des parents de la présence de leur enfant.",Marvin se soûlait toutes les nuits à l'époque.,y,y,y,v,n,cau,pat,na,y,y,v,n,agt,na,na,n
soûlot_1,soûlot,ot,m,soûler_1,soûler,anm,agt,"On se voit projeté là (littéralement) avec un kung-fu fan, un bâton spatiotemporel, un soûlot et un moine gymnastes, au secours du Roi singe.",Marvin se soûlait toutes les nuits à l'époque.,y,y,y,v,n,cau,pat,na,na,na,na,na,na,na,na,n
souper_1,souper,conv_inf,m,souper_1,souper,evt,tsp,Notre souper a eu lieu le 30 septembre dans le relais de l'hôtel de Ville de Vuippens avec la présence de 48 convives,"Je me souviens un jour lorsque j'avais environ 14 ans, un vendredi soir, j'ai soupé à la maison comme à l'habitude",n,y,y,y,n,agt,na,na,y,y,y,n,agt,na,na,n
souper_2,souper,conv_inf,m,souper_1,souper,art,pat,"Il faudrait que je mange mon souper, il est déjà 17h30.","Je me souviens un jour lorsque j'avais environ 14 ans, un vendredi soir, j'ai soupé à la maison comme à l'habitude",n,y,y,y,n,agt,na,na,na,na,na,na,na,na,na,n
soupir_1,soupir,conv_0,m,soupirer_1,soupirer,cog*evt,tsp,"Deviendra t-il lui comme les autres qu’il a parfois l’occasion de rencontrer, c’est-à-dire un monstre boutonneux qui s’exprime par soupirs incompréhensibles?","A l'heure où le web peut parfois nous faire soupirer des bêtises qu'il véhicule, des projets comme celui-ci font du bien.",y,y,y,y,n,agt,res,na,y,y,y,n,agt,na,na,n
soupir_2,soupir,conv_0,m,soupirer_2,soupirer,evt*phn,tsp,"Même si on pousse souvent des soupirs devant ses actions et ses décisions, le personnage principal est assez intéressant","La serveuse n'arrêtait pas de soupirer, on lui demande une bouteille d'eau: elle avait oublié.",n,y,y,n,n,agt,na,na,y,y,n,n,agt,na,na,n
soupir_3,soupir,conv_0,m,soupirer_2,soupirer,cog,tsp-fig,"La musique c'est des maths avec des pulsations, des doubles croches, des mesures, des ½ mesures, des quarts de soupirs, des ½ soupirs.","La serveuse n'arrêtait pas de soupirer, on lui demande une bouteille d'eau: elle avait oublié.",n,y,y,n,n,agt,na,na,na,na,na,na,na,na,na,n
soupirant_1,soupirant,ant,m,soupirer_3,soupirer,anm,agt,"L'acte IV de cette tragédie voit Roland réaliser qu'il est un soupirant éconduit par une reine qui aime un veule soldat sarrasin, Médor.",Ce savoureux récit en donne une idée avec ce portrait d'une famille haute en couleur où un adolescent timide soupire pour sa cousine.,n,n,y,n,n,exp,na,sti,na,na,na,na,na,na,na,n
soupirante_1,soupirante,ante,f,soupirer_3,soupirer,anm,agt,Raphaël cherche l'amour sur M6 quand ses soupirantes le cherchent lui à Séchex..,Ce savoureux récit en donne une idée avec ce portrait d'une famille haute en couleur où un adolescent timide soupire pour sa cousine.,n,n,y,n,n,exp,na,sti,na,na,na,na,na,na,na,n
soupirement_1,soupirement,ment,m,soupirer_2,soupirer,evt*phn,tsp,"Vraiment nul sur tous points, manque d'hygiène, massage en 10 minutes en entendant les soupirements de l'esthéticienne","La serveuse n'arrêtait pas de soupirer, on lui demande une bouteille d'eau: elle avait oublié.",n,y,y,n,n,agt,na,na,y,y,n,n,agt,na,na,n
soupireur_1,soupireur,eur.m,m,soupirer_2,soupirer,anm,agt,"Il soupira (encore, on devrait l'appeler le soupireur...ok, je la ferme) et ordonna: - Sebastian, suis-les.","La serveuse n'arrêtait pas de soupirer, on lui demande une bouteille d'eau: elle avait oublié.",n,y,y,n,n,agt,na,na,na,na,na,na,na,na,na,n
sourire_1,sourire,conv_inf,m,sourire_1,sourire,evt,tsp,"Gratifiant le policier de mon sourire le plus franc, je posai le doigt sur la commande électrique d'ouverture des vitres, afin que nous puissions nous entretenir calmement.",La fille sourit franchement devant ma tête éberluée.,n,y,y,n,n,cau,na,na,y,y,n,n,cau,na,na,n
sous-attribut_1,sous-attribut,conv_13,m,sous-attribuer_1,sous-attribuer,na,thm,"Cette fonction parcourt la structure fournie par SAX et applique les règles de CSS: pour chacun des sous-attributs considérés, on choisit en priorité la valeur fournie par l'attribut style et à défaut par l'attribut class.",Unitel a fait valoir que Bell et la BC TEL ont sous-attribué les dépenses au titre des ventes à la catégorie CT.,y,y,n,y,y,agt,thm,ben,na,na,na,na,na,na,na,n
sous-attribution_1,sous-attribution,ion,f,sous-attribuer_1,sous-attribuer,evt*sta,tsp,La sous-traitance et/ou la sous-attribution de projets ne sont pas autorisées.,Unitel a fait valoir que Bell et la BC TEL ont sous-attribué les dépenses au titre des ventes à la catégorie CT.,y,y,n,y,y,agt,thm,ben,y,n,y,y,thm,ben,agt,n
sous-budgétisation_1,sous-budgétisation,ion,f,sous-budgétiser_1,sous-budgétiser,evt,tsp,"Le rapport fait le constat que la crise sanitaire a accentué les limites déjà existantes de la politique d’hébergement, confrontée chaque année à une sous-budgétisation chronique des crédits de plus en plus éloignée des besoins des personnes accompagnées.",Muriel Pénicaud ajoutera que le dernier gouvernement a sous-budgétisé et surconsommé ces types de contrats.,y,y,n,y,n,agt,pat,na,y,n,y,n,pat,agt,na,n
sous-écriture_1,sous-écriture,ure,f,sous-écrire_1,sous-écrire,dom,tsp,On est jamais dans la sous-écriture. Une des dames interrogées rythmait son récit par les mots «là-bas et ici». Rien de plus poétique! ,"Dans la «zone du narrateur», Aragon a tendance à sous-écrire le langage-peuple",y,y,y,n,n,agt,res,na,y,y,n,n,na,na,na,n
sous-écrivain_1,sous-écrivain,ain,m,sous-écrire_1,sous-écrire,anm,agt,J'étais considéré comme une sorte de traître à la cause littéraire. Un sous-écrivain à jeter au rebut.,"Dans la «zone du narrateur», Aragon a tendance à sous-écrire le langage-peuple",y,y,y,n,n,agt,res,na,na,na,na,na,na,na,na,n
sous-indexation_1,sous-indexation,ion,f,sous-indexer_1,sous-indexer,evt,tsp,Il paraît possible d'accepter une sous-indexation temporaire des pensions de base.,"Au premier rang de ceux -ci, le Parti socialiste, qui se trouve fort mal placé pour donner des leçons après avoir abaissé l'âge de la retraite sans en prévoir le financement, qui a classé mille sept cents spécialités pharmaceutiques en vignette bleue, qui a créé le forfait hospitalier à la charge du malade, qui a sous-indexé les allocations familiales et les pensions de retraite.",y,y,n,y,n,agt,pat,na,y,n,y,n,pat,agt,na,n
